,Name,School,L10_High_UB,L10_Ave_UB,Freshman,NCAA_High_UB,NCAA_Ave_UB,UB_nqs,UB_delta
288,Jena Swanson,Missouri,9.5,7.184615384615386,2021,9.825,9.756,0.0,2.571
289,Naomi Morrison,Michigan,9.725,7.311842105263156,2021,9.9,9.81,9.867,2.498
290,Quinn Smith,Oklahoma,9.775,7.759375,2021,0.0,0.0,0.0,-7.759
291,Lauren Macpherson,San Jose State,9.8,7.102884615384614,2021,9.875,9.7,9.845,2.597
292,Torri Tavenner,Sacramento State,9.4,6.973684210526315,2022,9.85,9.507,9.7,2.533
293,Anna Bramblett,BYU,9.675,7.023529411764706,2022,9.825,9.825,0.0,2.801
294,Halli Mayberry,Arizona,9.225,6.1275,2021,0.0,0.0,0.0,-6.128
295,Kaylie Berens,UW-Oshkosh,9.35,6.820833333333333,2021,9.775,9.275,0.0,2.454
296,Kiersten Belkoff,Pennsylvania,9.0,2.3791666666666664,2022,0.0,0.0,0.0,-2.379
297,Madison Kirsch,San Jose State,9.125,6.10483870967742,2021,0.0,0.0,0.0,-6.105
298,Kiara Bruening,UW-Stout,8.95,3.3725,2021,9.225,9.05,0.0,5.678
299,Megan Decious,Bowling Green,0.0,0.0,2021,0.0,0.0,0.0,0.0
300,Mary Won,Sacramento State,9.625,5.690625,2022,0.0,0.0,0.0,-5.691
301,Courtney Blackson,Boise State,9.825,7.825,2021,9.875,9.743,9.86,1.918
302,Marisa Zepeda,UW-La Crosse,6.2,3.5,2021,0.0,0.0,0.0,-3.5
303,Nandhini Senthil,UC Davis,9.575,6.470833333333332,2022,9.8,9.625,0.0,3.154
304,Jaudai Lopes,San Jose State,9.55,6.851,2021,9.875,9.744,9.83,2.893
305,Madeline Gose,Texas Woman's,9.125,6.640972222222222,2021,0.0,0.0,0.0,-6.641
306,Kendra Smaby,Gustavus Adolphus,9.1,5.546874999999999,2021,9.375,8.394,8.605,2.847
307,Brenna Neault,Stanford,9.8,7.7175,2022,9.925,9.681,9.86,1.963
308,Angelina Bohn,Cortland State,7.6,7.005000000000001,2022,0.0,0.0,0.0,-7.005
309,Lauren Ono,BYU,9.475,6.7921875,2022,0.0,0.0,0.0,-6.792
310,Lauren Thomas,Washington,9.65,6.100806451612903,2021,9.85,9.488,9.76,3.387
311,Abbie Thompson,Cornell,9.9,7.3961956521739145,2013,9.925,9.171,9.72,1.775
312,Gianna Ortiz,Rutgers,9.8,7.370833333333334,2022,0.0,0.0,0.0,-7.371
313,Baleigh Garcia,Michigan State,9.725,7.3187500000000005,2021,9.85,9.722,9.795,2.403
314,Nicole Riccardi,Ohio State,9.65,7.021093750000001,2021,9.925,9.846,9.895,2.825
315,Emily Koch,Minnesota,9.2,6.601315789473684,2021,0.0,0.0,0.0,-6.601
316,Kyla Dickson,UW-La Crosse,9.0,6.4375,2022,0.0,0.0,0.0,-6.438
317,Marcela Bonifasi,Alaska,9.0,3.506818181818182,2022,9.65,9.45,0.0,5.943
318,Ella Castellanos,LIU,9.575,7.192857142857145,2021,9.8,9.539,9.775,2.346
319,Melanie Stone,Cornell,9.125,5.7140625,2022,9.725,9.243,9.67,3.529
320,Emily Lopez,Boise State,9.8,7.421428571428572,2021,9.95,9.883,9.93,2.462
321,Gianna Graver,New Hampshire,9.45,6.402777777777779,2021,9.725,9.688,0.0,3.285
322,Chloi Clark,Florida,9.45,6.978947368421052,2022,0.0,0.0,0.0,-6.979
323,Reagan Jones,LIU,0.0,0.0,2021,0.0,0.0,0.0,0.0
324,Mya Hooten,Minnesota,9.7,6.772321428571428,2021,9.9,9.763,9.87,2.991
325,Ana Kenefick,Pennsylvania,9.6,7.248387096774193,2022,9.725,9.575,0.0,2.327
326,Sarah Haxton,Kent State,9.675,7.074107142857143,2021,9.9,9.622,9.88,2.548
327,Hannah Ruthberg,Ball State,9.725,7.3738636363636365,2021,9.85,9.633,9.82,2.259
328,Sarah Girot,Towson,9.675,7.024999999999999,2021,9.85,9.608,9.795,2.583
329,Calah Newman,Rutgers,9.35,7.279,2021,9.775,9.463,9.74,2.184
330,Gillian Fletcher,West Virginia,9.2,7.106617647058823,2022,0.0,0.0,0.0,-7.107
331,Kaitlyn Donovan,Illinois State,8.45,6.368181818181817,2022,0.0,0.0,0.0,-6.368
332,Jenna Mulligan,Michigan,9.15,6.9386363636363635,2022,0.0,0.0,0.0,-6.939
333,Jamie Shearer,North Carolina,9.6,7.13804347826087,2021,9.85,9.633,9.77,2.495
334,Sofia Huang,William & Mary,8.625,6.908928571428571,2022,9.7,8.968,9.055,2.059
335,Hannah Moon,Lindenwood,9.45,6.989516129032258,2021,9.875,9.728,9.8,2.738
336,Sara Kenefick,Pennsylvania,9.3,6.887499999999999,2022,9.8,9.67,9.73,2.783
337,Taylor Doten,LIU,7.7,7.3125,2021,0.0,0.0,0.0,-7.312
338,Genevieve Czaplewski,UW-Stout,8.6,8.07,2021,8.525,8.194,0.0,0.124
339,Anaya Smith,Arizona State,9.675,6.744594594594595,2021,0.0,0.0,0.0,-6.745
340,Mia Falcone,UW-Whitewater,9.45,6.109615384615385,2022,9.65,9.519,0.0,3.409
341,Anna Speller,S.E. Missouri,9.375,3.48125,2021,9.05,8.4,0.0,4.919
342,Anna Grace McCullough,Eastern Michigan,9.4,5.359999999999999,2021,9.9,9.618,9.775,4.258
343,Elena Arenas,LSU,9.85,6.484375,2021,9.875,9.729,9.775,3.245
344,Allie McClure,Alaska,8.95,6.092857142857143,2022,9.5,8.872,9.175,2.779
345,Kieran Ross,Rutgers,8.8,8.120000000000001,2021,0.0,0.0,0.0,-8.12
346,Amber Mueller,Central Michigan,9.325,6.099107142857142,2021,0.0,0.0,0.0,-6.099
347,J'Chelle Heard,Illinois State,8.8,6.257812500000001,2021,9.65,9.147,9.175,2.889
348,Anna Zoromski,UW-Oshkosh,9.025,6.643333333333333,2022,0.0,0.0,0.0,-6.643
349,Adeline Kenlin,Iowa,9.65,4.08611111111111,2021,9.9,9.735,9.895,5.649
350,Kiara Brown,UW-Stout,9.575,7.106000000000002,2021,9.65,9.24,9.56,2.134
351,Allison Zuhlke,Towson,9.55,6.5267241379310335,2021,9.9,9.593,9.86,3.066
352,Keira Boetel,UW-La Crosse,8.8,4.258333333333334,2021,0.0,0.0,0.0,-4.258
353,Elena Deets,Arizona,9.775,7.062804878048781,2021,9.9,9.781,9.87,2.718
354,Estee Flom,UW-Whitewater,9.05,5.166666666666667,2021,9.725,9.384,9.57,4.217
355,Raisa Boris,Eastern Michigan,9.825,7.441666666666665,2021,9.875,9.748,9.85,2.306
356,Sydney Schaffer,Missouri,9.45,6.575000000000001,2021,0.0,0.0,0.0,-6.575
357,Courtney Tripp,Centenary College,8.575,5.600000000000001,2021,0.0,0.0,0.0,-5.6
358,Meilin Sullivan,Oklahoma,9.85,7.262499999999998,2022,0.0,0.0,0.0,-7.262
359,Stephanie Zannella,Rutgers,9.575,7.192857142857142,2021,0.0,0.0,0.0,-7.193
360,Mackenzie Aresta,Temple,9.025,4.636111111111111,2021,0.0,0.0,0.0,-4.636
361,Myra Daniels,Rutgers,9.6,7.117045454545454,2021,9.7,9.433,0.0,2.316
362,Courtney Morrison,Hamline,9.275,5.43076923076923,2015,9.5,8.893,9.335,3.462
363,Carly Troilo,Ursinus College,9.0,7.0892857142857135,2022,9.425,8.782,8.88,1.693
364,Lauren Johnson,Georgia,9.5,4.921354166666667,2014,9.9,9.712,9.84,4.791
365,Danae Fletcher,Oklahoma,9.825,6.984375,2022,9.925,9.883,0.0,2.899
366,Jada Mangahas,Arizona State,9.675,7.153676470588236,2021,9.875,9.727,9.85,2.573
367,Anneliese Silverman,George Washington,9.675,7.135714285714287,2021,9.9,9.492,9.76,2.356
368,Sandra Jessen,Stanford,9.7,6.821875,2021,0.0,0.0,0.0,-6.822
369,Jessica Hutchinson,Denver,9.775,7.116847826086956,2021,9.95,9.855,9.9,2.738
370,Tayler Osterhout,Maryland,9.7,6.570588235294116,2021,9.875,9.746,9.72,3.175
371,Kendall Whitman,George Washington,9.45,7.106249999999999,2021,0.0,0.0,0.0,-7.106
372,Sarah Fitzgerald,Sacramento State,9.575,5.4526315789473685,2022,9.675,9.306,9.425,3.853
373,Emily White,North Carolina,9.6,6.50125,2019,9.925,9.774,9.875,3.273
374,Madison Heffern,Cortland State,8.95,8.645,2022,7.45,7.45,0.0,-1.195
375,Samantha Gilbert,Maryland,9.4,6.200862068965518,2021,0.0,0.0,0.0,-6.201
376,McKenna Weiner,Brown,9.5,6.877272727272728,2022,9.625,9.537,0.0,2.66
377,Sydney Thomas-Lutchmedial,Alaska,7.65,5.041666666666667,2022,0.0,0.0,0.0,-5.042
378,Ashley Cromer,Ursinus College,8.725,6.069736842105263,2022,0.0,0.0,0.0,-6.07
379,Gianna Gerdes,Minnesota,9.675,7.053571428571427,2021,0.0,0.0,0.0,-7.054
380,Emma Pritchard,Ohio State,9.5,7.1116666666666655,2021,9.85,9.675,9.8,2.563
381,Avery Balser,Rutgers,9.7,7.181081081081082,2021,9.875,9.688,9.845,2.507
382,Lauren Miller,Air Force,9.45,6.6383928571428585,2018,9.825,9.487,9.715,2.849
383,Ella Barrington,LIU,9.075,5.296153846153846,2021,0.0,0.0,0.0,-5.296
384,Kendall George,Northern Illinois,9.525,6.677702702702702,2021,0.0,0.0,0.0,-6.678
385,Sydney Hayashi,Michigan State,9.45,6.73970588235294,2021,9.7,9.7,0.0,2.96
386,Kaitlyn Hoiland,Oregon State,9.625,6.848437500000002,2021,9.775,9.464,9.74,2.616
387,Bailey McCabe,Arizona,9.75,7.68560606060606,2021,9.875,9.71,9.84,2.024
388,Kaylee Sugimoto,Illinois State,9.275,4.739772727272728,2021,9.1,9.1,0.0,4.36
389,Adison Tanguay,Ursinus College,8.3,8.14375,2022,9.275,9.067,9.16,0.923
390,Velandra Brochi,Air Force,9.675,7.1585937500000005,2022,9.8,9.655,9.74,2.496
391,Steelie King,Texas Woman's,9.325,6.5609375000000005,2021,9.825,9.568,9.77,3.007
392,Haleigh Bryant,LSU,9.825,7.4714285714285715,2021,9.95,9.846,9.93,2.375
393,Skylar Killough-Wilhelm,Washington,9.875,7.629166666666666,2021,9.925,9.844,9.895,2.215
394,Gabby Perea,California,9.8,9.683333333333334,2022,9.95,9.839,9.865,0.156
395,Rylie Mundell,Denver,9.9,7.6070652173913045,2021,9.975,9.881,9.93,2.274
396,Chae Campbell,UCLA,9.875,7.840217391304348,2021,9.9,9.785,9.86,1.945
397,Olivia Dunne,LSU,9.75,6.688333333333333,2021,9.925,9.816,9.905,3.128
398,Isabella Magnelli,Kentucky,9.6,6.6235294117647046,2021,0.0,0.0,0.0,-6.624
399,Sydney Benson,BYU,9.625,6.547857142857144,2022,9.675,9.675,0.0,3.127
400,Anna Hartley,Southern Utah,9.35,5.77,2022,0.0,0.0,0.0,-5.77
401,Ava Gaudet,Winona State,7.6,6.675,2022,0.0,0.0,0.0,-6.675
402,Carly Bauman,Michigan,9.85,7.593382352941177,2021,9.9,9.768,0.0,2.175
403,Erin Fortman,Minnesota,9.7,6.38448275862069,2021,0.0,0.0,0.0,-6.384
404,Kyra Burns,Missouri,9.875,7.439673913043479,2022,0.0,0.0,0.0,-7.44
405,Aubri Schwartze,Southern Utah,9.775,7.184374999999999,2021,9.875,9.76,9.855,2.576
406,Grace Taylor,Georgia,8.85,5.290909090909091,2009,9.925,9.84,9.91,4.549
407,Brianna Brooks,Utah State,9.75,7.61532258064516,2021,9.9,9.763,9.885,2.148
408,Katie McNamara,Washington,9.525,6.950961538461539,2021,9.8,9.47,9.695,2.519
409,Sara Ulias,UCLA,9.625,7.10921052631579,2021,9.925,9.679,9.88,2.57
410,Sophia McClelland,BYU,9.55,6.720833333333333,2021,0.0,0.0,0.0,-6.721
411,Sarina Ross,Bowling Green,9.275,6.902272727272727,2021,0.0,0.0,0.0,-6.902
412,Riley Goldberg,LIU,8.35,5.95625,2021,0.0,0.0,0.0,-5.956
413,Lauren Goble,UW-Whitewater,7.8,2.1029411764705883,2021,0.0,0.0,0.0,-2.103
414,Katelyn Searle,Sacramento State,9.025,4.9578125,2022,0.0,0.0,0.0,-4.958
415,Reyna Guggino,Michigan,9.35,3.876666666666667,2021,0.0,0.0,0.0,-3.877
416,Emily Wood,Rutgers,9.075,6.0125,2021,0.0,0.0,0.0,-6.013
417,Katie Kowalski,Central Michigan,9.475,6.698076923076923,2021,0.0,0.0,0.0,-6.698
418,Angel Stuart,Utah State,8.85,6.765,2021,0.0,0.0,0.0,-6.765
419,Lauren Kramer,Brown,8.625,6.465384615384615,2022,0.0,0.0,0.0,-6.465
420,Audrey Koester,UW-Oshkosh,8.15,4.6875,2021,0.0,0.0,0.0,-4.688
421,Katy Cash,Gustavus Adolphus,8.975,6.49375,2021,9.0,8.696,8.92,2.202
422,Lauren Bannister,Bowling Green,9.55,6.891964285714287,2022,9.65,8.92,0.0,2.028
423,Suki Pfister,Ball State,9.5,6.4375,2021,0.0,0.0,0.0,-6.438
424,Regina Walton,Cornell,9.3,6.869642857142856,2022,9.625,9.14,0.0,2.27
425,Sierra Bauman,New Hampshire,9.475,6.809523809523809,2021,9.675,9.381,0.0,2.571
426,Madison Rush,Lindenwood,9.375,5.6659999999999995,2021,0.0,0.0,0.0,-5.666
427,Sheridan Ramsey,Oklahoma,9.05,5.716304347826086,2022,0.0,0.0,0.0,-5.716
428,Kinsey Davis,Nebraska,9.9,7.093750000000002,2021,9.975,9.803,9.91,2.709
429,Sarah Moravansky,Western Michigan,9.7,7.217391304347826,2021,9.875,9.767,9.855,2.55
430,Lanie Hyman,Temple,8.8,6.995833333333334,2021,0.0,0.0,0.0,-6.996
431,Cyrena Whalen,Temple,9.5,6.723684210526315,2021,9.85,9.681,9.82,2.957
432,Olivia Lynd,Northern Illinois,9.375,7.320833333333334,2021,0.0,0.0,0.0,-7.321
433,Kaitlyn Farley,UW-La Crosse,8.85,8.09,2022,9.125,8.988,0.0,0.898
434,Ananda Brown,Auburn,9.4,5.034210526315789,2022,0.0,0.0,0.0,-5.034
435,Kelly Sulek,Ball State,9.325,7.29375,2021,9.775,9.629,9.725,2.335
436,Eva Phair,Cornell,0.0,0.0,2022,0.0,0.0,0.0,0.0
437,Chase Brock,LSU,9.575,6.584090909090911,2021,9.875,9.669,9.825,3.085
438,Connie Hsu,Pennsylvania,9.75,7.712999999999999,2022,9.825,9.471,9.4,1.758
439,Savannah Newsome,Lindenwood,9.7,6.883593749999999,2021,9.875,9.325,9.795,2.441
440,Jayci Jordan,Southern Conn.,9.25,7.260714285714285,2022,8.95,8.95,0.0,1.689
441,Sophia Lee,Stanford,9.775,6.795454545454545,2014,0.0,0.0,0.0,-6.795
442,Emma Kelley,Arkansas,9.525,6.293181818181818,2022,9.65,9.413,0.0,3.12
443,Emma Morgenthaler,Sacramento State,9.65,6.8355263157894735,2022,9.85,9.682,9.71,2.846
444,Gabi Wickman,Washington,9.65,5.726612903225808,2021,9.725,9.484,9.71,3.757
445,Amanda Zeng,Stanford,9.675,7.209999999999997,2021,9.675,9.115,0.0,1.905
446,Jaylene Gilstrap,Utah,9.55,5.73125,2021,0.0,0.0,0.0,-5.731
447,Sydney Gonzales,Oregon State,9.75,7.3851562500000005,2021,0.0,0.0,0.0,-7.385
448,Giana Kalefe,Michigan State,9.625,6.041250000000001,2022,0.0,0.0,0.0,-6.041
449,Cathy Eksteen,Washington,9.8,5.745238095238096,2021,0.0,0.0,0.0,-5.745
450,Eve Jackson,Utah State,9.5,7.719230769230769,2021,9.9,9.62,9.84,1.901
451,Savannah Gonzalez,Ohio State,9.1,5.631818181818182,2021,0.0,0.0,0.0,-5.632
452,Megan Ray,UC Davis,9.4,7.200000000000002,2022,0.0,0.0,0.0,-7.2
453,Carissa Clay,Kentucky,9.6,6.807142857142858,2022,0.0,0.0,0.0,-6.807
454,Alani Sabado,Utah,9.9,7.994791666666667,2021,9.875,9.769,9.85,1.774
455,Kaitlyn Lyle,UC Davis,9.875,7.516249999999999,2022,0.0,0.0,0.0,-7.516
456,Sarah Clark,Arizona State,9.675,7.1620967741935475,2021,9.95,9.815,9.905,2.653
457,Ariana Young,Oregon State,9.5,6.276315789473684,2021,9.725,9.525,9.61,3.249
458,Claire Qu,Yale,9.075,6.765,2022,0.0,0.0,0.0,-6.765
459,Jenna Eagles,Lindenwood,9.25,5.5874999999999995,2021,0.0,0.0,0.0,-5.587
460,Grace Sumner,Ball State,9.65,6.300000000000001,2022,9.8,9.653,9.745,3.353
461,Kaitlyn Ewald,Illinois,9.375,7.42,2021,9.9,9.742,9.88,2.322
462,Kelsey Kollhoff,UW-Whitewater,8.85,3.0250000000000004,2021,9.775,9.44,9.685,6.415
463,Gillian Rutz,Arkansas,9.75,6.9790322580645165,2021,9.825,9.52,0.0,2.541
464,Kristen Kuhn,Pennsylvania,9.6,7.194999999999999,2022,9.9,9.593,9.8,2.398
465,Hyla Betts,West Chester,9.775,6.732065217391303,2022,9.825,9.627,9.685,2.895
466,Dani Petrousek,Western Michigan,9.6,7.236702127659577,2021,9.85,9.711,9.795,2.474
467,Kennedy Weinpert,Kent State,9.4,7.010714285714287,2021,9.875,9.7,9.79,2.689
468,Payton Lynch,George Washington,8.35,5.43,2021,0.0,0.0,0.0,-5.43
469,Lydia Anderson,Winona State,8.625,5.798214285714287,2021,0.0,0.0,0.0,-5.798
470,Elizabeth Shearns,Air Force,9.3,5.5874999999999995,2021,9.775,9.279,9.485,3.692
471,Talia Little,Boise State,9.875,7.474166666666665,2021,9.9,9.761,9.845,2.287
472,Bailey Bunn,Kentucky,9.7,7.045714285714285,2021,9.875,9.815,9.845,2.769
473,Tara Walsh,Auburn,9.525,6.841216216216216,2022,0.0,0.0,0.0,-6.841
474,Naomi German,Michigan State,9.575,7.134166666666666,2021,0.0,0.0,0.0,-7.134
475,Gabrielle Diaz,North Carolina State,9.55,7.165517241379312,2021,9.775,9.564,9.595,2.398
476,Campbell Marr,Pennsylvania,9.55,5.735294117647059,2022,0.0,0.0,0.0,-5.735
477,Maggie Mace,Penn State,9.6,7.440000000000001,2022,9.775,9.775,0.0,2.335
478,Kalise Newson,Missouri,9.625,6.6366666666666685,2021,9.75,9.75,0.0,3.113
479,Faith Lerro,Pittsburgh,9.725,6.736363636363636,2021,8.725,8.725,0.0,1.989
480,Nay'yarrah Winder,Pittsburgh,9.15,4.575,2021,0.0,0.0,0.0,-4.575
481,Adriana Bustelo,Central Michigan,9.6,6.6276785714285715,2021,9.85,9.734,9.82,3.106
482,Audrey Lynn,Oklahoma,9.3,6.673611111111111,2021,0.0,0.0,0.0,-6.674
483,Bell Johnson,Oklahoma,9.7,6.910185185185185,2021,0.0,0.0,0.0,-6.91
484,Hayley Perkins,Alaska,8.2,7.249999999999999,2022,9.7,9.355,9.485,2.105
485,Audrey Davis,Oklahoma,9.95,7.9624999999999995,2021,9.975,9.919,9.967,1.957
486,Genesis Gibson,Nebraska,9.275,9.2375,2022,9.825,9.7,9.775,0.462
487,Nicole Norris,West Virginia,9.55,6.938461538461539,2021,9.75,9.642,9.62,2.704
488,Chloe Asper,West Virginia,9.6,6.943103448275863,2021,0.0,0.0,0.0,-6.943
489,Lauren Wicker,West Chester,9.7,7.396,2022,9.825,9.464,9.48,2.068
490,Naya Robinson,Springfield College,8.95,4.436111111111112,2022,0.0,0.0,0.0,-4.436
491,Kiana Lewis,West Virginia,9.6,5.749242424242423,2021,9.525,9.387,0.0,3.638
492,Cory Shinohara,North Carolina,9.45,7.111538461538462,2022,0.0,0.0,0.0,-7.112
493,Stephanie Berger,Ohio State,9.675,7.054545454545455,2022,9.9,9.835,9.84,2.78
494,Emily Buffington,UW-Oshkosh,9.45,4.84375,2021,9.85,9.535,9.715,4.691
495,Lydia Webb,S.E. Missouri,9.55,7.14625,2021,9.825,9.74,9.775,2.594
496,Julia Bedell,Brown,9.25,6.707894736842104,2022,0.0,0.0,0.0,-6.708
497,Simona Kerekes,Towson,9.55,7.2401960784313735,2021,0.0,0.0,0.0,-7.24
498,Angela Xing,Brown,9.0,6.463333333333334,2022,0.0,0.0,0.0,-6.463
499,Cael Bixler,LIU,9.55,6.33392857142857,2022,8.1,8.1,0.0,1.766
500,Danielle Press,Nebraska,9.15,4.879166666666666,2021,0.0,0.0,0.0,-4.879
501,Emiley Kahl,Southern Conn.,7.25,2.738888888888889,2022,0.0,0.0,0.0,-2.739
502,Madison Whitaker,West Chester,8.5,4.543055555555556,2022,0.0,0.0,0.0,-4.543
503,Jordan Olszewski,Arkansas,9.55,5.916666666666667,2021,0.0,0.0,0.0,-5.917
504,Jojo Warga,Ohio State,0.0,0.0,2021,0.0,0.0,0.0,0.0
505,Caitlyn Walsh,Cornell,9.075,6.246666666666667,2022,0.0,0.0,0.0,-6.247
506,Natalie Cross,Penn State,9.8,7.952999999999998,2021,9.825,9.793,9.82,1.84
507,Madison Kipp,Illinois State,9.85,7.24875,2021,9.9,9.383,9.83,2.134
508,Elizabeth Buttle,Central Michigan,9.175,6.322368421052631,2021,0.0,0.0,0.0,-6.322
509,Cassidy Stuart,Towson,9.4,6.647222222222221,2021,9.675,9.4,0.0,2.753
510,Emma Grace Sargent,Brockport,9.2,9.075,2022,9.7,9.402,9.62,0.327
511,Kiley Fred,West Chester,8.1,5.497916666666667,2022,0.0,0.0,0.0,-5.498
512,Sydney Schumaker,Brockport,9.0,8.2875,2022,9.65,9.48,9.57,1.193
513,Emma Otsu,UC Davis,9.825,6.662037037037037,2022,9.85,9.483,0.0,2.821
514,Mia Hebinck,Denver,9.775,7.3225,2022,9.95,9.795,9.895,2.473
515,Paige Richter,Brown,9.525,7.131,2022,9.85,9.442,9.705,2.311
516,Lara Burhans,Arizona,9.325,6.334375,2022,0.0,0.0,0.0,-6.334
517,Adabelle Wright,Cornell,8.8,6.4929999999999986,2022,0.0,0.0,0.0,-6.493
518,Lauren Letzsch,Oregon State,9.575,6.793749999999998,2022,0.0,0.0,0.0,-6.794
519,Simone Evans,Lindenwood,9.475,5.901190476190476,2022,0.0,0.0,0.0,-5.901
520,Ashley Resch,Illinois,9.425,7.238095238095239,2022,0.0,0.0,0.0,-7.238
521,Sarah Knetzke,UW-Whitewater,7.75,3.04,2022,0.0,0.0,0.0,-3.04
522,Lara Swords,Brown,8.85,6.061764705882354,2022,0.0,0.0,0.0,-6.062
523,Hailey Davis,Kentucky,9.675,7.289285714285714,2021,9.875,9.787,9.835,2.498
524,Katie Finnegan,Georgia,9.85,6.847619047619048,2021,9.9,9.829,9.865,2.981
525,Renee Schugman,Temple,9.45,7.353409090909091,2021,9.25,9.25,0.0,1.897
526,Sherry Wang,Yale,9.8,6.8675675675675665,2022,9.875,9.602,9.825,2.734
527,Maya MacDonald,New Hampshire,8.675,5.859375,2021,0.0,0.0,0.0,-5.859
528,Carina Jordan,North Carolina State,9.725,7.1038461538461535,2021,9.95,9.728,9.855,2.624
529,Sophie Dudley,BYU,9.6,6.920238095238096,2022,0.0,0.0,0.0,-6.92
530,Sierra Ballard,LSU,9.6,7.096296296296297,2021,0.0,0.0,0.0,-7.096
531,Alyssa Manley,Alaska,9.7,7.291176470588236,2022,9.85,9.725,9.775,2.434
532,Jordan Jankowski,Eastern Michigan,9.275,6.575000000000001,2022,9.775,9.42,9.73,2.845
533,Brooklyn Kopsack,Alaska,9.1,8.191666666666666,2022,0.0,0.0,0.0,-8.192
534,Lily McFarland,West Chester,8.85,5.011111111111112,2022,0.0,0.0,0.0,-5.011
535,Brooke Donabedian,Temple,9.55,7.152205882352942,2021,9.8,9.588,9.75,2.436
536,Hanna Zebdi,Southern Conn.,9.125,4.914999999999999,2022,0.0,0.0,0.0,-4.915
537,Taylor Raskin,Arizona,9.25,9.15,2021,9.775,9.5,9.675,0.35
538,Taylor Bushey,Brockport,9.125,6.26388888888889,2022,9.8,9.503,9.7,3.239
539,Maggie Ayers,Penn State,9.325,6.328571428571429,2021,9.725,9.675,0.0,3.346
540,Anna Grace McCullough,Eastern Michigan,9.325,6.137500000000001,2021,9.9,9.618,9.775,3.48
541,Hannah Miller,BYU,9.6,6.785106382978723,2017,0.0,0.0,0.0,-6.785
542,Julia Yitts,Rhode Island College,0.0,0.0,2022,0.0,0.0,0.0,0.0
543,Natalie Galioto,Brockport,8.425,6.2575,2022,0.0,0.0,0.0,-6.258
544,Jaidyn Raby,Rutgers,9.175,6.110714285714286,2021,0.0,0.0,0.0,-6.111
545,Mia Rose Thackston,Temple,7.775,3.132142857142857,2021,0.0,0.0,0.0,-3.132
546,Kareena McSweeny,Iowa,9.45,6.759615384615386,2022,9.825,9.767,0.0,3.007
547,Ellie Lazzari,Florida,9.7,7.411111111111111,2021,9.9,9.829,9.857,2.418
548,Delaney Brown,Cortland State,7.625,7.5375,2022,8.85,8.545,0.0,1.008
549,Agatha Handono,West Virginia,9.65,5.747222222222222,2021,0.0,0.0,0.0,-5.747
550,Caroline Herry,Arizona,9.65,6.875806451612903,2021,0.0,0.0,0.0,-6.876
551,Isabel Plaza,Centenary College,8.35,5.4833333333333325,2021,0.0,0.0,0.0,-5.483
552,Madison Benson,North Carolina State,9.5,6.810344827586208,2021,9.675,9.417,0.0,2.607
553,Victoria Henry,Ball State,9.575,7.215000000000001,2021,9.9,9.676,9.805,2.461
554,Allie Morgan,Illinois,9.325,9.025,2022,8.875,8.875,0.0,-0.15
555,Kaia Parker,Iowa State,9.4,6.425000000000001,2021,0.0,0.0,0.0,-6.425
556,Hannah Oliveros,Ohio State,9.625,6.1033333333333335,2021,0.0,0.0,0.0,-6.103
557,Claudia Walter,UW-La Crosse,8.7,5.480555555555556,2021,9.475,8.995,0.0,3.514
558,Kate Greene,North Carolina,9.825,7.514166666666667,2021,9.875,9.629,9.825,2.115
559,Nadia Drutau,Yale,9.625,6.93,2022,8.425,8.425,0.0,1.495
560,Kyndall Gilbert,Kent State,9.45,6.6078947368421055,2021,9.8,9.408,0.0,2.8
561,Sydney Bennett,Bowling Green,9.375,5.658333333333333,2022,0.0,0.0,0.0,-5.658
562,Bryanna Deangelis,Cortland State,8.45,5.566666666666666,2022,8.4,8.375,0.0,2.808
563,Kaleigh Cleveland,Pittsburgh,9.675,6.104032258064515,2022,0.0,0.0,0.0,-6.104
564,Michelle Reed,Lindenwood,9.1,3.9305555555555554,2022,0.0,0.0,0.0,-3.931
565,Jordan Kane,California,9.6,6.46111111111111,2022,0.0,0.0,0.0,-6.461
566,Lucy Stanhope,Utah,9.7,9.7,2021,9.275,9.275,0.0,-0.425
567,Grace Vaillancourt,Towson,9.55,5.740217391304348,2021,9.875,9.733,9.85,3.993
568,Elizabeth Cesarone,Central Michigan,8.7,5.569444444444445,2021,0.0,0.0,0.0,-5.569
569,Taylor Kish,UW-Eau Claire,7.8,4.0687500000000005,2021,0.0,0.0,0.0,-4.069
570,Ilka Juk,LIU,9.175,9.175,2022,9.775,9.604,9.73,0.429
571,Emily Walker,Alaska,8.7,7.6,2022,0.0,0.0,0.0,-7.6
572,Rylie Molina,Centenary College,9.0,6.483333333333335,2021,0.0,0.0,0.0,-6.483
573,Audrey Arnold,Southern Conn.,7.45,7.225,2022,9.825,9.486,9.71,2.261
574,Montana Fairbairn,Alaska,9.225,7.9625,2022,0.0,0.0,0.0,-7.963
575,Anne Kiley,Springfield College,9.1,5.207692307692307,2022,9.175,8.869,0.0,3.661
576,Trinity Macy,Pittsburgh,9.65,7.56818181818182,2021,9.85,9.636,9.77,2.068
577,Jazmine Neely,Illinois State,9.5,5.717045454545454,2021,9.4,9.4,0.0,3.683
578,Taylor Russon,Washington,9.8,7.978999999999999,2021,9.9,9.652,9.805,1.673
579,Alana Ricketts,LIU,9.025,8.1125,2021,0.0,0.0,0.0,-8.113
580,Cassi Barbanente,Arizona State,9.775,6.325,2021,9.875,9.806,0.0,3.481
